,tweet,Primary Emotion
8156,Got my new Trump VooDoo doll. Real life-like hair! @realDonaldTrump  #mtpol  #smshow  #NoDAPL https://t.co/thbb3xJieb,fear
8157,The latest The Wrong Kind of Green Daily! https://t.co/Og6dETE1oe #nodapl,sadness
8158,"""Till the White Man stole his water rights...""
#NoDAPL 
#IraHayes
#JohnnyCash https://t.co/hxlbSgvDo3",fear
8159,Indeed! Clean water is necessary for survival #NoDAPL #WaterIsLife #NoKXL https://t.co/tvwfEUiX1Z,fear
8160,"Tribal #Sovereignty:
The big, nearly 200-yr-old legal issue at the heart of the #DakotaAccessPipeline fight
https://t.co/qXF9J2RnGB
#NoDAPL",fear
8161,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/5dkGo9CG5r @moveon,fear
8162,"We love the smiling faces of those who are even willingly arrested for a just cause. You are beautiful Heroes of #TheResistance!

#NoDAPL! https://t.co/AIa4o5cSfh",joy
8163,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/Ue8mKr1G1r @moveon,fear
8164,Cops get warrant to search an anti-Dakota Access Pipeline Facebook page https://t.co/U2KqSc5v1T #NoDAPL #StandingRock #WaterIsLife,fear
8165,"#YellowSpringsOhio

What would Tecumseh say about you salting his field?

Profiting off his name?

#NotInMyName
#NoDAPL
#IdleNoMore",fear
8166,"#TYTLive, did you hear @VeteransStand4 shut down a SunTrust in DC on Friday? #NoDAPL https://t.co/E8dQ55pZsS",fear
8167,"A personal account of the last few days at the Oceti Oyate camp.

#StandingRock #NoDAPL #WaterisLife #WWomen4Justice https://t.co/3nFm8SV1Ie",fear
8168,Stop Keystone XL and DAPL. Join the Pipeline Pledge of Resistance. #noKXL #noDAPL https://t.co/6wjlKBE3QW  Please sign. Thank you!,fear
8169,Beautiful. I've never seen this many people at a Trump rally. #NoDAPL https://t.co/Ss4rWtgKzS,joy
8170,This is typical of the Rothchilds and friends. Merci Jacques Poitras! @PeltierHQ @NoDAPL https://t.co/qRtugloinR,fear
8171,"STILL STANDING.... STILL STRONG.... STILL PROTECTING WATER FROM FOSSIL FUEL LEAKS, SPILL &amp; EXPLOSIONS! #NoDAPL... https://t.co/8xYoNBabyi",anger
8172,Stand with #StandingRock Supporting their lawsuit #JumpingEagle v. @realDonaldTrump @carmenlopezmar7 #NoDapl https://t.co/YbupFItlLH,fear
8173,#alternativefacts #GOP #CORRUPTION. Finally she utters a single truth. #DontheCon #Call Congress daily #Americorps #publiclands #EPA #NoDAPL https://t.co/uKLQOURvEP,anger
8174,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/c8pUIcg5vm @moveon,fear
8175,Join us in a daily meditation to create a collective energy 4 #Revolution #StayWoke #NoDAPL #VoteYourVoice World Water Day Is March 22 https://t.co/kFqsbtFeVO,fear
8176,"You tweeted abt  running over #NODAPL protesters. You're shocked ppl responded w/rage?  Quit huffing printer ink. 

https://t.co/KhUh4XFv1A",anger
8177,TUES Mar14 2-5pm Pls come 2 #SF Board of Supes meeting 2 support #NoDAPL resolution https://t.co/aaiA0AF94z #SanFrancisco #NativeNationsRise https://t.co/N6kOpbRn8S,fear
8178,"@billmaher: ""The level of corruption from the fossil fuel industry that marks this administration is like nothing we've ever seen"" #NoDAPL",anger
8179,https://t.co/b5ZY2eJdZB reveals its first order of business: Business https://t.co/bPZVW6kroi #NoDAPL,fear
8180,"This includes those in Congress, the Executive branch or the Judicial branch!

#BLM
#NoDAPL 
#NoBanNoWallNoRaids
#ImpeachTheTyrantNOW https://t.co/iHCBvTALpo",fear
8181,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/dYzk8JDiqF @moveon,fear
8182,"Standing Rock activists just released their first, brutally effective #NoDAPL TV commercial https://t.co/QiPuZDDKBg",anger
8183,"We argue about #TrumpRussia #AHCA #NODAPL Congressional Budget Office #TheCBO and who pays for what, but the Pentagon has NO BUDGET.",fear
8184,"@chrisbergPOVNOW @JordanChariton Chris ""I love the debate""  What debate? Chris offered zero facts A. B had never been to the camp. #nodapl",fear
8185,@chrisbergPOVNOW @JordanChariton  HYPOCRISY of this movement?! Are u kidding me? Chris what do u say about Bismarck didn't want it #noDAPL,fear
8186,Did you hear that you and I (taxpayers) got to pay to remove 2.4 MILLION pounds of trash from the NODAPL protest... https://t.co/Ju4GcPmrwu,surprise
8187,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/IojyTR1hVV @moveon,fear
8188,Where is flood @chrisbergPOVNOW    #NoDAPL propaganda BS  &amp; zero clue what compost toilet is?! @jordanchariton took him to woodshed man,fear
8189,Cleanup finished at pipeline protest camps https://t.co/LKy2YUareE #Fracking #NoDAPL,fear
8190,"We’ve never been part of [an indigenous-led] movement that represented us in such a powerful, important way https://t.co/xs9ODG1EFI #NoDAPL",fear
8191,@exxonmobil Switch to solar and wind power get rid of dirty fossil fuels. They will generate more jobs &amp; cleaner environment. #NoDAPL #Resist,anger
8192,@POTUS @realDonaldTrump says he's had 0 calls against #NoDAPL . WRONG! !! I called.,fear
8193,#NoDAPL  Largest Wash DC march for Indigenous Rights in history &amp; neither the White House nor mainstream media... https://t.co/pBCZNrxBJ5,fear
8194,PETITION: Require #TraitorTrump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/U4fjzju66i @moveon,fear
8195,"Okay, Ya'll want to organize for the next council meeting on Mar, 28? #NoDAPL #StandingRock #Sunnyvale #GreenParty 
https://t.co/PwOvWIYSw7 https://t.co/QndUTsFwDe",fear
8196,@MikeHudema Maybe tell the WHOLE story .#noDAPL #cdnpoli https://t.co/dPkGUHCv6L,fear
8197,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/bCbihAQqfG @moveon,fear
8198,"""We Exist, We Resist, We Rise!"" w/ a great turnout &amp; beautiful message...why didn't you see us on #MSM? https://t.co/2KQKAOLEXz #noDAPL",anger
8199,"@billmaher @billmckibben I don't understand why @HillaryClinton didn't campaign #NoDAPL as most supporters wanted, much favor lost there.",fear
8200,"Just got my state tax return from #Virginia.  Apparently they use @WellsFargo. Who do I write to, to ask them to #divest? #NoDAPL",anger
8201,"Don't try this at home, kiddies. They have CCTV.
#banksters #DefundDAPL #StandingRock #NoDapl #WaterIsLife #sabotage #exploits #pwned https://t.co/BjXBrcem56",fear
8202,Divesting From DAPL in Favor of Indian-Owned Credit Unions https://t.co/O3qChbqD6a #NoDAPL #StandingRock #WaterIsLife,fear
8203,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/aTSU4JlmFX @moveon,fear
8204,Went skiing yesterday and it was fantastic! #StreetFighter #SXSWGaming #skiing #ski #IDecided #NoDAPL #Savage #Conspiracy https://t.co/RWpZpHwC4g,fear
8205,"Standing Rock activists just released their first, brutally effective #NoDAPL TV ad https://t.co/MoMx48jBwj via @fusion",anger
8206,"@VanJones68 why did u say blah, blah, Trump bcame President 2nite?! Now, ur being quoted--used! Pls xplain! #resist #NoDAPL #TrumpTaxReturns",anger
8207,"Thousands gather in DC to protest Dakota Access Pipeline
#NoDAPL https://t.co/5M1i95l7y8",anger
8208,#NoDAPL Camp Cleanup https://t.co/Py8iTKYHvQ,fear
8209,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/QTr8e30Nng @moveon,fear
8210,Like the first people of America you mean?  Cool. #NoDAPL https://t.co/OVKfriVEEx,fear
8211,US vets chained in direct action blocking Suntrust Bank #DIVEST in support #NativeNationsRise @VFPNational @VeteransStand4 #Peace #NoDAPL https://t.co/SyITPSQvQn,fear
8212,US vets chained in direct action blocking Suntrust Bank #DIVEST in support #NativeNationsRise @VFPNational @VeteransStand4 #Peace #NoDAPL https://t.co/8DNLfuMiLP,fear
8213,"i a m s n o w t i g e r s: Native Nations Rise March, Washington DC: https://t.co/dyMwJbRVc8  #NoDAPL  #WaterIsLife",fear
8214,"Progress is a choice. A better, prosperous future is ours for the making. But Exxon will not lead us there #NoDAPL https://t.co/dOl1G5bNPp",fear
8215,"@billmaher @billmckibben This statement is misleading, you both know we HAVE seen this for years #noDAPL neolibs won't fix this #demexit",fear
8216,"Woah, we had close to 5K signatures on Friday b4 the March. Now 21K signatures! Keep it going LA! #DivestLA #NoDAPL #WaterIsLife https://t.co/cKapVT2pp2",sadness
8217,“Someone needs to explain to me why wanting clean drinking water makes you an activist” @WinonaLaduke #cdnpoli #NoDAPL #NoKXL #WaterIsLife https://t.co/PUM5BGJ1it,fear
8218,"Communication to TckTckTck Partner: China Dialogue - Feb. 21st, 2010 https://t.co/hhQWCidN1U #NoDAPL",fear
8219,"Truth Absolute. &lt;3 
#NoDAPL #environment #EndEcocide #LoveEarth https://t.co/GGQ6emoDdt",fear
8220,@JustMeBelle557 @TheRickyDavila they will talk about this stupid microwave more than North Dakota pipelines!  #NoDAPL,fear
8221,"Standing Rock activists just released their first, brutally effective #NoDAPL TV ad https://t.co/3zYutXWXrI via @fusion",anger
8222,The latest The Faves Daily! https://t.co/ZUpkrvvcpX Thanks to @alapoet #icymi #nodapl,joy
8223,"""The level of corruption from the fossil fuel industry that marks this administration is like nothing we've ever seen""-@BillMckibben #NoDAPL https://t.co/wK10Nmw5ih",fear
8224,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/yKfESFzN8J @moveon,fear
8225,"""We should stop striving to 'leave our mark' and focus more on listening."" https://t.co/jv7kZDnO58 via @nplusonemag #NoDAPL",fear
8226,@realDonaldTrump The USA has betrayed our Indigenous ppl at every opportunity. This is U not keeping the word (treaty) of US Gov't. #NODAPL https://t.co/92Uorjd8NO,anger
8227,"#Tabasara or #missouri same struggle, different white settlers #NoDAPL  @cbc @cnn @indiancountry @indianz https://t.co/LUKoKilVgr",fear
8228,Keep the flame going by taking the #standingrock movement to your communities #NoDAPL #solidarity #waterislife #ocetisakowin,fear
8229,@NoDAPL_ @xodanix3 It's about a lot more than DAPL now... https://t.co/X6KLKaBMJR,surprise
8230,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/tkkn0AXGX0 @moveon,fear
8231,Been posting about #NoDAPL since 2015.  I wish I didn't have to any more.  Don't think it's going to end up good... https://t.co/0lx9rtGgMg,sadness
8232,Water is Life means life for every living thing. #MniWiconi #NoTPPL #NoDAPL https://t.co/CIuwBgtgYi,fear
8233,Rockefellers' 1Sky Unveils the New https://t.co/7jIHzuDv9t | More $ - More Delusion https://t.co/NMRBl1Wcjz #NoDAPL,joy
8234,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/YSFwAKtDls @moveon,fear
8235,"The big, nearly 200-year-old legal issue at the heart of the Dakota Access pipeline fight https://t.co/pFNm4vxII9 #NoDAPL",fear
8236,Donate to Support Standing Rock Arrestees https://t.co/NoVbifQwvu #NoDAPL,fear
8237,"Standing Rock activists just released their first, brutally effective #NoDAPL TV commercial https://t.co/Fix9srimgp",anger
8238,Donate to Support Standing Rock Arrestees https://t.co/4PZTScTKRS #NoDAPL,fear
8239,"@TN_PCC Byer beware! Gov refuses to answer questions about erosion on Clemes Dr. Toronto, Canada. Developers hostile!? @PeltierHQ @NoDAPL",anger
8240,"@falun_dafa Byer beware! Gov fails to answer questions about erosion on Clemes Dr. Scarborough, ON @PeltierHQ @NoDAPL @IRC_Canada @Azkintuwe",fear
8241,6 degrees won't stop me! #NoDapl https://t.co/yNHO5R2Vgm,fear
8242,@chha1610am Byer beware! New home or new headache?! Clemes Dr. home falling into the stream! @PeltierHQ @NoDAPL @CanadianGreens @mapucheNL,fear
8243,"The Red Nation representing !
#MniWiconi #NoDAPL #NativeNationsRise
via @The_Red_Nation 
Photo: March 10, 2017 in front of White House https://t.co/91ReVLZCqi",fear
8244,@ONECampaign @ONEinEU @ONECampus @ONEinAfrica @ONEcampaignUK @ONEinIreland UR sponsor has his gov'ner for ND https://t.co/SCy4ye897c #NoDAPL,fear
8245,"@U2 UR about to get news bombed. When UR @RED @ONECampaign sponsor go's all in, he picks his governors: https://t.co/SCy4ye897c #NoDAPL",fear
8246,"So, now the ? is, how do we implement this? Activated charcoal is relatively cheap on Amazon.. #NoDapl #OkaLawa #NoKXL",fear
8247,"Standing Rock activists just released their first, brutally effective #NoDAPL TV ad https://t.co/OLPfHBxtLR via @fusion",anger
8248,"Standing Rock activists just released their first, brutally effective #NoDAPL TV ad https://t.co/QlufpG46O8 via @fusion",anger
8249,"Double tap and tag your friends

#Mexicamovement #Mexica #nicantlaca  #nodapl #mexicans… https://t.co/xnABbWA28X",fear
8250,So Native American land is sacred until the U.S. finds a way to profit from it??....Sounds so familiar  #NoDAPL,fear
8251,"The big, nearly 200-year-old legal issue at the heart of the Dakota Access pipeline fight https://t.co/8UomhYzIcl via @voxdotcom #NoDAPL",fear
8252,Tribal sovereignty is a concept that even some of the protesters may not be familiar w/. But it’s important. #NoDAPL https://t.co/WxoLlSWwqe,fear
8253,"I think all the fracking chemicals are already causing problems to the brains in North Dakota in the name of ""mineral extraction"" #NoDAPL https://t.co/zY60Qqaflh",fear
8254,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/X4zm3B0r60 @moveon,fear
8255,Thousands of #NoDAPL activists came to Washington. An inspiring moment for us to march with you. https://t.co/mjvM0HEGYR #NativeNationsRise https://t.co/quO0rojTRt,fear
8256,The #NoDAPL protesters did as much damage in #ND as the devastating Tsunami from 2011. https://t.co/hfTocLyFut,fear
8257,@lakotalaw especially when the threatened population is the actual population of this land and should be protected. #NoDAPL,fear
8258,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/BLeje5B4MD @moveon,fear
8259,Largest march for native rights in DC ignored by the White House and mainstream media https://t.co/iIC0CkcxbF #NoDAPL #StandingRock #Water…,fear
8260,@tates5a #WaterProtectors In Times Square NYC #NoDAPL #NoMorePipelines https://t.co/1uQI1OpG9D,fear
8261,#WaterProtectors Now Times Square NYC #NoDAPL @RuthHHopkins https://t.co/1uQI1OpG9D,fear
8262,Largest march for Native rights ignored by #WhiteHouse &amp; mainstream #media https://t.co/hqsvOcbfTr  #NoDAPL #StandingRock #Indigenousrights,fear
8263,"Ok, THIS sounds like an awesome degree.

#FirstNations #NativeNationsRise #indigenous #RESISTANCE #NoDAPL #GearUp https://t.co/42Y8cbkVMS",anger
8264,"Jamming in Times Square. 
#NoDAPL https://t.co/Fpq9vnK4i0",fear
8265,"Standing Rock activists just released their first, brutally effective #NoDAPL TV commercial https://t.co/KbJ0klGx84",anger
8266,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/vkCCTsMKzP @moveon,fear
8267,Secret Forest Sell-off 'Shopping Lists' Drawn up by Conservation Groups https://t.co/gZCBmKHqRD #NoDAPL,fear
8268,"It wasn’t the first march on D.C. led by Indigenous communities, and it won’t be the last https://t.co/GM8CxwrgIu #NoDAPL #NativeNationsRise",fear
8269,Aljazeera covers the Native Americans rally against Dakota Access Pipeline in DC https://t.co/DW4EV1n7ul #Indigenous #NoDAPL #NativeAmerican https://t.co/KY6aUWKoxS,fear
8270,Good work @myhlee You did such a good job here that they have to hide it from the us! @PeltierHQ @NoDAPL @ukmapuche @COPINHHONDURAS https://t.co/577EmSqol6,joy
8271,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/RpCt7a6EPa @moveon,fear
8272,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/yyqZWWW6ku @moveon,fear
8273,"""In our way of life, the most honorable place you could hold is that of being a good relative.""-Paula Antoine #NoDAPL #NoSpiritualSurrender",joy
8274,"""Stop watching the news. It's stressing you out""
No, the future of our children &amp; grandchildren under Trumpers is stressing me out!
#NoDAPL",anger
8275,Tribes ask judge to stop Dakota Access oil from flowing! #NoDAPL #IndigenousRising #StandingRock  https://t.co/9lxtqI57Tz,fear
8276,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/IojKUYlmn7 @moveon,fear
8277,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/vepByvIn35 @moveon,fear
8278,"Environmental factors compound stressor for Black women in higher education, i.e., #BLM, #NoDAPL #NASPA17",fear
8279,Warrant Issued to Search Facebook Page of a NoDAPL Advocacy Group @wakiyan7 #NoDAPL https://t.co/572JwLVD4T via @LRInspire,fear
8280,"#TheWorldisWatching #AllOfUs 🔊#BankExit #Lovealution 
LIVE NOW!!  Times Square NYC ! SHARE WORLDWIDE!!!  #NODAPL

https://t.co/oy6TY6BPnp",fear
8281,"Live now Pipeline Safety Meeting Advisory Board, Lansing, Michigan. 
Share and join!  
 https://t.co/OfjzRXLBGk
 #ShutItDown #line5 #NoDapl https://t.co/En3bq7gLp5",fear
8282,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/f20n99LaMP @moveon,fear
8283,Ocean Sciences Article of the Day - Police want to search a #NoDAPL group’s Facebook page (Grist)  https://t.co/JKSaJ1ajPx,fear
